1;1;1;1;Aestethical;Mitteldorfstrasse 2;5612;Villmergen;1;;;;;;47.34679;8.2444465;0
2;2;1;1;Auras;Dorfstrasse 35;8805;Richterswil;1;;;;;;47.20729;8.7053091;0
3;3;1;1;Lola Fred;Europaallee 5;8004;Zürich;1;;;;;;47.3782;8.5347823;0
4;4;1;1;Helvetas Fairshop;Weinbergstrasse 24;8001;Zürich;1;;;;;;47.37881;8.5444323;0
5;5;1;2;Transa Zürich;Josefstrasse 59;8005;Zürich;1;;;;;;47.38206;8.531849;0
6;6;1;2;Nudie Jeans co.;Viaduktstrasse 27;8005;Zürich;1;;;;;;47.3872256;8.5249393;0
7;7;1;2;Zämä;Lagerstrasse 34;8004;Zürich;1;;;;;;47.37796;8.532464;0
8;8;1;1;rrrevolve Concept Store;Stüssihofstatt 7;8001;Zürich;1;;;;;;47.370187;8.539443;0
9;9;1;1;Circle;Brunngasse 3;8001;Zürich;1;;;;;;47.370607;8.539823;0
10;10;1;1;Changemaker;Marktgasse 10;8001;Zürich;1;;;;;;47.369736;8.539463;0
11;11;1;2;Melvins;Josefstrasse 26;8005;Zürich;1;;;;;;47.375307;8.533613;0
12;12;1;1;Sanikai;Geroldstrasse 23;8005;Zürich;1;;;;;;47.384913;8.517827;0
13;13;2;0;favorite fair;;;;0;;;;http://www.favorite-fair.ch/;;0;0;0
14;14;2;0;ARMEDANGELS;;;;0;;;;http://www.armedangels.de/;;0;0;0
15;15;2;0;Monsoon;;;;0;;;;http://uk.monsoon.co.uk/;;0;0;0
16;16;2;0;visible Clothing;;;;0;;;;http://visible.clothing/;vor allem Männer Hemden;0;0;0
17;17;2;0;Kuyichi;;;;0;;;;https://www.kuyichi.com/;achtung! Lieferkosten;0;0;0
18;18;2;0;K.I.O;;;;0;;;;https://www.kingsofindigo.com/;vor allem Jeans;0;0;0
19;19;2;0;faircustomer;;;;0;;;;http://faircustomer.ch/;alles mögliche;0;0;0
20;20;1;0;Coop City Au Centre Lausanne;Rue Saint Laurent 24-30;1003;Lausanne;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2204/coop-city-city-lausanne-au-centre.html;;46.5228137;6.6305114;0
21;21;1;0;Coop City Fusterie Genève;Rue du Commerce 5;1204;Genève;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2201/coop-city-city-geneve-fusterie.html;;46.2043411;6.1453336;0
22;22;1;0;Boutique Ayni;Rue John Grasset 3;1205;Genève;1;;;;http://www.boutiqueayni.org/;;46.1912652;6.1448728;0
23;23;1;0;Coop City Plainpalais Genève;Rue de Caroge 3;1211;Genève;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2639/coop-city-city-geneve-plainpalais.html;;46.1968801;6.1428167;0
24;24;1;0;Coop City Meyrin;Avenue de Feuillasse 24;1217;Meyrin;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2636/coop-city-city-meyrin.html;;46.2323817;6.0826483;0
25;25;1;0;Coop City Fribourg;Avenue de la Gare 10;1701;Fribourg;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2586/coop-city-city-fribourg.html;;46.8031635;7.1523344;0
26;26;1;0;Coop City Sion;Place du Midi 44;1950;Sion;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2199/coop-city-city-sion.html;;46.2314542;7.3630343;0
27;27;1;0;Coop City Neuchâtel;Rue des Epancheurs 3;2000;Neuchâtel;1;;;;http://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/2633/coop-city-city-neuchatel.html;;46.9899891;6.9301283;0
